"lm18","lm19","lm20","lm21","lm22","lm23","lm24","lm25","lm26","lm27","lm28","lm29","lm30","lm31","lm32","lm33","lm34","lm35","lm36","lm37","lm38","lm39","lm40","lm41","lm42","lm43","lm44","lm45","lm46","lm47","lm48","lm49","lm50"
"1",0,0.0398787696903411,0.10841355568109,0.0365335205686054,0.0356326566202552,0.111172119607736,0.225503398422579,0.039444328772594,0.0833714286523619,0.0861416396981755,0.0913889154025828,0,0.115952259103511,0,0.404023402394675,0,0.083327239170147,0.0948371823567273,0.105436840340197,0,0.123878523169309,0.427848474601258,0,0,0,0.351095011523068,0,0,0,0.245274051651412,0.331869567212312,0,0
"2",0.0469270637581492,0.0398787696903411,0.10841355568109,0.0365335205686054,0.0356326566202552,0.111172119607736,0.225503398422579,0.039444328772594,0.0833714286523619,0.0861416396981755,0.0913889154025828,0.0529164082853254,0.115952259103511,0.131483164134919,0.404023402394675,0.0773962797493247,0.083327239170147,0.0948371823567273,0.105436840340197,0.115520774167986,0.123878523169309,0.427848474601258,0.150582387896279,0,0.317047105691619,0.351095011523068,0,0,0.237425403292517,0.245274051651412,0.331869567212312,0.367457070564251,0
"3",0.0939579256746141,0.0800865978570414,0.181394904045097,0.111019161263472,0.144032531153865,0.148916021278438,0.263551006055551,0.0790821740980098,0.125256983936255,0.129697282298314,0.137607090099466,0.159642472975141,0.175615592067501,0.131483164134919,0.404023402394675,0.15487270820766,0.168469802945057,0.387000004596851,0.211768021177147,0.115520774167986,0.251460969441579,0.572697588459558,0.150582387896279,0.166244331939157,0.317047105691619,0.351095011523068,0,0.196923575886121,0.477667561604036,0.499295608303393,0.672263605477265,0.367457070564251,0.446417226667694
"4",0.0939579256746141,0.241630853353791,0.291464294451624,0.186049654616428,0.216750608371185,0.186722168272135,0.493444403832197,0.158816626681536,0.125256983936255,0.173381258253152,0.18384707742202,0.213157239172709,0.235479916656441,0.19785159405176,0.474314623325774,0.15487270820766,0.254222209447272,0.485213311026436,0.425610460258993,0.232769253351882,0.251460969441579,0.717732245132015,0.624771372783964,0.166244331939157,0.477920410995186,0.528808198926632,0.187115877060249,0.196923575886121,0.477667561604036,0.499295608303393,0.672263605477265,0.367457070564251,0.896222160337667
"5",0.141306265093695,0.241630853353791,0.291464294451624,0.223711151579895,0.216750608371185,0.300557325011703,0.493444403832197,0.239027952802151,0.209738473769524,0.173381258253152,0.370919218271836,0.213157239172709,0.356621708889875,0.330703348296119,0.688521722867967,0.233144107491295,0.254222209447272,0.485213311026436,0.425610460258993,0.350794418045164,0.251460969441579,0.717732245132015,0.624771372783964,0.166244331939157,0.477920410995186,0.528808198926632,0.377221992520163,0.3976126674441,0.477667561604036,0.499295608303393,0.672263605477265,0.367457070564251,0.896222160337667
"6",0.236296846022883,0.282296399684093,0.328596660988098,0.299270503727292,0.253507531514962,0.300557325011703,0.532264885370718,0.279187177733411,0.252035143485631,0.217539037126947,0.370919218271836,0.321927147714183,0.41772788763188,0.330703348296119,0.688521722867967,0.549750917072652,0.341425124122326,0.585101569086744,0.642335140421366,0.350794418045164,0.251460969441579,0.863741788937795,0.787563835199467,0.33524025282393,0.477920410995186,0.890339477672115,0.377221992520163,0.600152545847383,0.721837179910505,1.54986976513609,1.01989764806089,1.15576529217761,1.36197690396199
"7",0.236296846022883,0.32304512503916,0.328596660988098,0.299270503727292,0.327142166681828,0.377234466057458,0.61005843574383,0.279187177733411,0.252035143485631,0.306006784252945,0.418734620911344,0.321927147714183,0.41772788763188,0.330703348296119,0.761978847739461,0.629859641294855,0.341425124122326,0.585101569086744,0.642335140421366,0.469679327119391,0.251460969441579,0.863741788937795,0.787563835199467,0.33524025282393,0.646750895448609,0.890339477672115,0.568572886059898,0.600152545847383,0.721837179910505,1.54986976513609,1.01989764806089,1.15576529217761,1.36197690396199
"8",0.284509455446089,0.363850344695615,0.366029226179173,0.337492445802715,0.400984084519565,0.454275047002663,0.61005843574383,0.319792887680449,0.294878558040493,0.350343138326228,0.611677227613047,0.433041807829758,0.479048213947788,0.397935957665969,0.761978847739461,0.710116011801299,0.429540373106186,0.686222052955652,0.75344314827519,0.828161042537053,0.38459044936631,1.01135349027217,0.787563835199467,0.33524025282393,0.816454265928536,1.07376917538512,0.568572886059898,1.01288259805995,0.974281006052614,2.10904244437407,1.37151359503844,1.15576529217761,1.84067030584496
"9",0.284509455446089,0.363850344695615,0.403472167122907,0.375796835299984,0.437996030383429,0.454275047002663,0.649663059126238,0.360415720348921,0.294878558040493,0.350343138326228,0.660302933540016,0.433041807829758,0.54073732783109,0.465297472149652,0.910882433665644,0.710116011801299,0.606111186545547,0.686222052955652,0.977164255670511,0.948388189895025,0.518178147527588,1.01135349027217,0.787563835199467,0.507620240897712,0.816454265928536,1.25912191095693,0.568572886059898,1.01288259805995,0.974281006052614,2.39594179619209,1.37151359503844,1.15576529217761,1.84067030584496
"10",0.333101194189192,0.4048178618306,0.403472167122907,0.375796835299984,0.437996030383429,0.493199467212895,0.729367473906388,0.360415720348921,0.425671166316727,0.395018417332832,0.660302933540016,0.489978050401823,0.54073732783109,0.53277187141436,0.910882433665644,0.791850696482813,0.606111186545547,0.686222052955652,0.977164255670511,0.948388189895025,0.518178147527588,1.01135349027217,0.953930511943446,0.507620240897712,0.986382124531865,1.44543867754965,0.568572886059898,1.22521067542186,0.974281006052614,2.39594179619209,1.7261484599589,1.61512107304074,2.32103189960288
"11",0.479651798084593,0.48711799747734,0.479002126437902,0.414424458448327,0.475488624155692,0.571127617311244,0.729367473906388,0.401575072831634,0.601453206946389,0.43976448118256,0.759486005462089,0.547042663226811,0.603876683463301,0.53277187141436,1.0630222438003,0.873656872642272,0.874129796474014,0.789278979607454,0.977164255670511,1.19680225760341,0.654627597433248,1.16160397378355,0.953930511943446,0.681114799335206,0.986382124531865,1.44543867754965,0.568572886059898,1.22521067542186,1.49618632329387,2.69030362454075,1.7261484599589,1.61512107304074,2.32103189960288
"12",0.578027585078974,0.48711799747734,0.554950238455737,0.453091225697769,0.513013576333431,0.610197004034383,0.769752624640166,0.525439205667027,0.689832529772147,0.43976448118256,0.859612291120099,0.604112354575557,0.667271229647481,0.601327994980387,1.14002185687331,0.873656872642272,0.874129796474014,0.892589636908648,1.09311988703723,1.19680225760341,0.654627597433248,1.16160397378355,1.12146833606812,0.681114799335206,1.15784814034715,1.63271381666086,0.76402430783961,1.22521067542186,1.49618632329387,2.69030362454075,2.09531837335097,1.61512107304074,2.32103189960288
"13",0.578027585078974,0.528872366937734,0.593180426025572,0.530507576405394,0.588617018792591,0.610197004034383,0.810208991709733,0.525439205667027,0.689832529772147,0.484710561389367,0.859612291120099,0.604112354575557,0.730854395025677,0.739008666534449,1.14002185687331,0.956784803442713,0.965148725359607,0.892589636908648,1.44659825136429,1.19680225760341,0.791824589170265,1.31482618412687,1.12146833606812,0.857481629962448,1.33067413771252,1.63271381666086,0.961237811894605,1.44889297454061,1.49618632329387,2.99524633004672,2.09531837335097,2.08351238054705,2.81830405802917
"14",0.627767401916723,0.528872366937734,0.593180426025572,0.608099279323525,0.588617018792591,0.649625956523231,0.810208991709733,0.567284418855467,0.779043729493883,0.574911759876702,0.961448517061813,0.662411235358639,0.730854395025677,0.739008666534449,1.21795832385391,0.956784803442713,1.14775424910841,0.997644363728815,1.44659825136429,1.32319403787041,0.791824589170265,1.46848857405881,1.29175077136825,0.857481629962448,1.33067413771252,2.01744101841171,0.961237811894605,1.67563665891326,1.76815118974795,3.30589851124577,2.09531837335097,2.08351238054705,2.81830405802917
"15",0.727449656964758,0.61338020080563,0.670191205022094,0.608099279323525,0.626803622149504,0.689277747175219,0.850903568778167,0.651173443655481,0.868821423057381,0.620233818294311,1.01255660851594,0.721106721611481,0.795172667920554,0.878629263309997,1.21795832385391,1.04058887024219,1.14775424910841,0.997644363728815,1.56516021816301,1.45142820692616,0.931369458470846,1.46848857405881,1.29175077136825,1.03685432469379,1.33067413771252,2.01744101841171,0.961237811894605,1.67563665891326,2.04282049920301,3.30589851124577,2.09531837335097,2.08351238054705,2.81830405802917
"16",0.727449656964758,0.655725700992247,0.825078656651181,0.647137090186337,0.665035397657848,0.729006889028431,0.850903568778167,0.651173443655481,0.868821423057381,0.665575161563989,1.01255660851594,0.721106721611481,0.924259487653777,0.878629263309997,1.37643324740713,1.04058887024219,1.24185309002711,1.10430886863495,1.6846052353055,1.45142820692616,1.07147179462242,1.46848857405881,1.29175077136825,1.03685432469379,1.51181152894895,2.21278933843414,1.16367381175421,1.91193791134625,2.04282049920301,3.30589851124577,2.09531837335097,2.08351238054705,3.34644087232665
"17",0.777847029382551,0.698219848214589,0.825078656651181,0.686270606690032,0.703447864890092,0.729006889028431,0.892226007300148,0.693413384002503,0.914062315947125,0.665575161563989,1.16848751162472,0.840582853759817,0.924259487653777,1.16302051967521,1.37643324740713,1.12680973705305,1.3370069869239,1.21150627424169,1.6846052353055,1.58044505101358,1.21312399937308,1.79474736663602,1.47106923621533,1.21946780018565,1.69342940023745,2.40830433323436,1.16367381175421,2.14910131973524,2.04282049920301,3.30589851124577,2.48156270947701,2.5680146811203,3.34644087232665
"18",0.777847029382551,0.698219848214589,0.864276102640364,0.764578658065628,0.741894297495042,0.769135739887306,0.93360486071813,0.778006187214281,0.959668625973443,0.711595787111818,1.16848751162472,0.900417913330871,1.05666857803587,1.23503633250636,1.45711645566603,1.21332263093902,1.3370069869239,1.21150627424169,1.80565271380071,1.58044505101358,1.21312399937308,1.79474736663602,1.47106923621533,1.21946780018565,1.69342940023745,2.40830433323436,1.16367381175421,2.14910131973524,2.04282049920301,3.30589851124577,2.48156270947701,2.5680146811203,3.90969184342017
"19",0.879685067331652,0.741415002295263,0.903494219318245,0.842916471895161,0.741894297495042,0.849615656552542,0.975085142318417,0.778006187214281,1.00545205408403,0.757844600440443,1.22146140957848,0.960307139968591,1.2577386581368,1.23503633250636,1.53798414838814,1.30008239531054,1.43469685673698,1.32154900082279,1.80565271380071,1.71231084380522,1.49875015900071,1.95964478781855,1.654932481157,1.21946780018565,2.07012794153124,2.60708649639866,1.37221807559482,2.39636641775443,2.04282049920301,3.6311624883271,2.87640200252389,2.5680146811203,3.90969184342017
"20",0.930741071637254,0.741415002295263,0.942832169820301,0.842916471895161,0.78063050402359,0.849615656552542,0.975085142318417,0.821334967601205,1.05127223785305,0.850646196014074,1.27449749916196,0.960307139968591,1.2577386581368,1.38063070539587,1.6189039916617,1.30008239531054,1.53248611458198,1.43178256719387,1.9293361795608,1.71231084380522,1.6432107173994,1.95964478781855,1.84001925225304,1.21946780018565,2.07012794153124,2.60708649639866,1.37221807559482,2.39636641775443,2.33668400697005,3.6311624883271,2.87640200252389,3.09501754017059,4.47836092014839
